Weight Lifted (Kg),Lean Mass,Body Surface Area,Body Volume,Torso Volume,Vol_Arm,IMTP_Force at 150ms [N] ,IMTP_Force at 200ms [N] ,HABD_Plus_HADD,Grip_Strength_Kg,SJ_Concentric Impulse [N s],SJ_Concentric Mean Force [N],SJ_Concentric Mean Power [W],LSJ_Concentric Impulse [N s],LSJ_Concentric Mean Force [N],LSJ_Concentric Mean Power [W],LSJ_Concentric Mean Velocity [m/s],LSJ_Concentric Peak Velocity [m/s],LSJ_Flight Time [ms],LSJ_P1 Concentric Impulse [N s],LSJ_Peak Power [W],LSJ_Velocity at Peak Power [m/s],LSJ_Vertical Velocity at Takeoff [m/s],CMJ_Concentric Impulse [N s],CMJ_Concentric Mean Force [N],CMJ_Concentric Mean Power [W],CMJ_Concentric Peak Force [N],CMJ_Eccentric Mean Force [N],CMJ_Eccentric Mean Power [W],CMJ_P1 Concentric Impulse [N s],CMJ_Takeoff Peak Force [N],LCMJ_Concentric Impulse [N s],LCMJ_Concentric Mean Power [W],LCMJ_Eccentric Mean Force [N],LCMJ_Eccentric Mean Power [W],LCMJ_P1 Concentric Impulse [N s],Sex,Height (m),Weight (kg),BMI,Avg_Bicep,Avg_Calf,Avg_Mid_Thigh,Avg_Forearm,Chest,Hip,Neck,Waist (Abdominal),Waist (Narrowest),IMTP_Peak Vertical Force [N] ,IMTP_Peak Vertical Force / BM [N/kg] ,PU_Peak Vertical Force / BM [N/kg] ,PU_Peak Vertical Force [N] ,Combined_Left_Right_HABD,Combined_Left_Right_HADD,SJ_Jump Height (Flight Time) [cm],LSJ_Jump Height (Flight Time) [cm],CMJ_Jump Height (Imp-Mom) [cm],LCMJ_Jump Height (Imp-Mom) [cm],Level,Est_VO2Max,Peak_HR,HR_Beats_Drop_60s,NBA_Peak Drop Landing Force [N] ,NBA_Time to Stabilisation [s] ,NBA_PF/BW_N,BA_Peak Drop Landing Force [N] ,BA_Time to Stabilisation [s] ,BA_PF/BW_N,Age (Years),SA_Arm,SA_Leg
37,7222.709945493334,9854.148774109306,9798.489788581694,7954.892801591483,8782.760709379576,6897.774436464219,602.477507815068,6063.461020561325,6899.11480058564,4807.508232601025,8254.567307720143,135.76256087629096,9353.483255243807,4929.030094369955,2061.528156809666,3526.1603608791893,6163.727682930238,8822.940131836329,5183.481405650396,1617.4157373356957,4752.344730888489,9550.970723510893,882.9647729716451,4997.869607463573,5459.524911779221,1464.5232054972237,6316.899031748896,941.9448913300392,4596.383125205067,9260.850405569961,7124.258898475263,3009.037050633561,1603.0560747628658,7740.526829731435,8603.74845822589,1696.3265198889303,3775.639387880326,6390.608570047949,2997.4665265119893,9719.674573783666,3316.4763336939186,4720.087824802433,6353.360480215226,9862.833807955136,3684.0814840499265,6719.22888614806,5499.73356653138,6487.260742200092,1035.0361106425212,9832.684973419755,7636.027973597714,511.4328312775045,5434.364082283278,8210.948572174662,7916.211863142546,8377.081138442734,7494.573432170618,3619.969473620659,9502.855828150616,3373.2769261328167,8326.078981879415,2691.336638738098,3263.187735243481,5120.266490394113,80.4777254005842,241.67829292058937,1050.8043516709297,5731.081415546623,6114.138336259665,4366.248769334761,6411.402977822353
36,5826.963713057111,3444.721989052119,6168.721260994323,9291.951065345294,4926.187959945646,7438.861168860543,7847.802576965209,1087.209048907243,6824.269719656249,5796.053029664408,4829.09909328489,7345.966780999545,143.96566635520938,2582.3769845943657,9443.983179139244,6117.710856798633,1724.0617156023131,847.9795238680764,6592.202258582034,6530.426074398453,4340.087572236312,2038.1887668580964,6935.851745182707,452.9747413952495,2092.598453670388,35.18293667027312,6575.1774744869235,2597.4647560956996,9212.596858809531,8662.545024011806,6680.571410605799,6112.0402471414955,7758.693210809761,5269.457573271524,2249.1101008626924,7367.654719939178,1219.5964286081228,1573.5723164418825,1654.598419086914,9807.734337248668,1320.1270011508766,6944.1895112665425,6753.961962460761,9735.373167171245,4182.215368447369,2949.4859211048883,7776.317876402933,9608.24937899764,7758.342283205379,8101.015837885277,4953.998846619324,9177.220023756752,2369.9873886451537,2673.102274598885,4149.636235789043,6909.985150017759,9184.941771008685,2557.9182157080136,3611.507057646376,8140.844676288197,4176.547235186302,9306.954970239478,6884.520025764153,7722.462504194531,9436.339861354725,2062.0393201537886,5342.190284521095,4815.169754093265,2551.9814450238464,5220.592481764538,336.4892451489528
43,9830.470719235022,400.47053274027775,7976.5804877915425,9698.822555755756,9585.770159664966,9219.051997401599,5632.533383830129,3769.239020351035,9143.229306368125,7903.277352581609,6235.133426345875,8499.723007873274,5661.768255437955,844.7858064272995,6734.288516654287,3883.75172808436,7227.965573777192,4783.907014736655,6943.917543768232,4319.857233119322,4942.252633359844,7188.8047395992735,6527.752431065205,5612.860641839423,470.55391884861524,4240.4823051660505,6945.718813729876,4205.101948215281,2604.300752868621,7842.499324821739,6238.429295997874,5518.413619833354,8084.114243328807,4067.6500470078895,7072.380508003675,2186.6530486485435,9189.653838158682,3597.1642968675055,2189.0775889055094,9294.076395197693,1273.535682954575,7487.274953092293,2759.71621560711,9737.684510091087,4376.353254973246,2632.0766239762265,7838.580211458411,9499.71700875177,223.54988347816095,266.5859447320867,3903.7490701607567,3508.0398188462514,3980.9639331128774,9359.663701486026,6915.2097802704375,2092.875420980177,779.0125339242231,592.2083464297798,712.3659521769564,1099.484059790899,8505.375404383736,6808.2068674978445,2627.4480738859966,8298.889580986184,5387.892981451149,8113.669347946546,9834.42503754837,581.0803007384912,8138.0506439818155,276.356799291268,3179.7870108929824
12,6066.449066185003,9650.54560927089,7121.616687195412,5339.0355689497555,7695.022191778971,6266.875752829627,4835.863421107685,3297.770278185623,5969.347370503042,3359.8777087899707,6284.024484208845,31.180713058601018,3702.9965431217815,5304.975153148375,5923.492811619386,1492.1673606821842,3721.481585600406,6324.009492132955,2.0449842941784695,4662.413266445097,1003.9182610645943,2420.5900854463234,5119.898594690051,1282.7232545702261,5294.557053144719,4980.959408647473,9606.82721913196,3469.4994320293326,9415.404695562966,1250.119576943079,1181.45340646984,5624.475909247987,1168.090186658203,4550.365384749531,9757.102970454085,284.07332117978547,4693.845206214876,2033.6315361431193,1691.979441390792,128.39428743579836,2111.9557524232932,1439.9941677264299,4436.909080365709,39.26106337644253,4980.476054028277,2515.454833826564,4474.254788013553,9445.602447388681,6390.230163353203,7138.764710486995,3248.6119624351463,7491.615259976423,6863.135168387485,7824.7532654832885,2553.0498564539753,125.44133439098974,9221.598240558154,4508.673808671463,477.560995387695,6136.602564323091,3002.8916190648065,2433.577411518855,3282.0691723300242,9735.824772165404,1020.2925132041253,8913.741939641981,2832.4029898716462,2778.073240966024,4039.330911174122,2633.891361844651,8869.954770520535
4,4051.4315660145826,7178.204190484673,7898.042774828088,8539.894526583252,2665.1280688461397,1300.6707474422185,1521.9621488661026,4235.446288753398,9681.79867850417,4278.640990004439,5000.789000963444,8253.988998624822,8016.53278305101,8106.972206104577,1403.568550892902,8979.611915601561,3165.2771191661163,9096.587561064971,3465.8360942344957,7793.936927055049,1593.6714413733762,3837.6827945511413,7951.796639953888,762.9433742494583,6609.8075001810275,1428.3944467492543,1372.4828339368507,2307.6548092429825,8017.683226625759,8047.416101670914,6433.200256827395,7503.049868237435,7210.46914809918,4138.202574209349,9381.073649894064,7678.4361508314005,1090.5763843947104,1470.4822941116847,9099.1230400843,3858.9148638826437,6776.153838410873,1473.4643648722365,6242.511670426018,8132.146344829971,8564.978556210837,1132.767088419675,1266.394404072829,8972.42102896396,3653.5007949840615,6640.421386470907,2211.758522248572,4918.666352528574,5029.827414788717,3872.986563519378,8627.738747894486,6662.431866512655,6571.452037800938,3638.9629990282037,9249.578440308505,5872.549554163828,3084.484881933963,1213.8682864804732,4851.574082989277,8947.125446135844,285.77249028917277,5510.225638245295,5352.32205360445,5600.251631168379,9324.31222293572,3961.976527862742,398.8078588031884
25,8043.408199558123,1866.7583847312976,8417.971412164186,6932.474824667055,7240.876772007923,2806.020260134183,7140.183928748189,2384.435492575105,4054.171914163223,4178.282125179347,9017.8154558006,3151.064778324237,9446.120091041808,6091.596787218644,3682.449108123601,2057.596338095195,4772.391362139388,352.5032746714046,5286.337886528547,9633.610566846453,422.24291516206875,6363.080856726433,1292.0102085626877,457.7942769892573,1769.7692748213942,4048.758615039116,4713.099640046792,24.834585403904793,5148.160753006058,6319.128778126681,9226.093658848995,2110.0667934693483,3119.9906064161682,133.70054033530118,1006.9769030949082,7389.256406304659,6997.447326043387,9541.972436235425,6613.7873815978255,5738.430305752242,5794.699396609282,9357.918267527846,1154.1332319339133,9150.565057039932,3065.4567948344843,6001.855212559359,7800.982173360098,36.65181749053483,8877.799655605617,7361.554872066822,2233.5715823622304,9041.896983394712,4618.840958777679,6308.284059195858,6638.824317411879,5679.7770572382315,6876.183391252964,7271.500278119542,5454.697740299982,8361.229530357388,3435.2851371423044,9420.107649860181,3110.6720307201585,5362.172654972557,9441.060880290295,824.3193617541551,1062.5567423570524,7486.332609371258,2277.8465950170244,4270.613823525006,4369.21975416908
28,2681.5432362745355,3045.302152407491,5121.4652219327145,2680.894270142449,3694.857768594144,4178.868415175137,7425.184527448452,206.80989855356185,4437.170605209968,9087.148261288814,3105.3138185099324,8344.408510039531,1801.6654810428654,6381.392481797031,3071.6815574125135,8466.495419244195,9902.38976034453,6218.161085633314,4820.24907105912,3465.444262249802,7499.957559197121,3582.652423077727,207.54554133125424,5386.556902084161,4124.670879579322,3906.6166205260965,9680.910572870502,2479.4917651263927,785.9257362004106,5510.461537898543,7597.351319636586,7565.624882953327,4712.5616960806765,4595.106466685736,5735.609813780901,6715.643166653098,1642.7609624480592,8424.458418708735,69.01733764509038,3058.8443417735953,8512.345576381815,1172.3515949458538,7699.511419113863,5284.826892754626,7840.183795623871,4407.344609969343,3313.9731908783165,9603.539961057211,2587.0381544057327,8729.055306018887,723.6777356285213,1638.5503467026115,2692.908566028647,9070.727745706348,236.9034025906297,9926.230375492603,5344.593780552984,6008.354488081498,4723.720053167596,9421.379842810431,3604.1951796869503,5016.158307858571,6805.700121083549,8730.085722254058,5017.126164798936,1560.7617057164562,3232.720305633825,9531.178306750928,1288.1112237894092,4535.493087810274,4267.527935074086
10,3752.9252926795907,9331.962438032479,9633.856226792448,5822.745677121351,4257.964751690659,8794.3662202165,8891.379559777395,9582.96970744701,8334.498994167769,6184.220918497944,7436.1697129568865,9621.347318435432,3825.4685212002137,7474.308165200039,3358.8887479671657,925.0226203876621,1429.8845403137843,5930.4348185491945,1447.1541665471593,5991.946560835642,1624.4458983929026,6161.804106016106,3161.657613276783,1056.4734665149415,7744.751736520066,4494.365957309774,9063.550672504201,5863.345593567895,3018.265721925626,1826.4992261102298,9742.350400286814,4981.030949728456,8595.483762078367,6511.216678703092,8808.279411634947,780.7793850281889,3064.0967143928406,2024.7370840352419,1032.5058013958394,4909.057141122687,8112.9884113167545,2017.0822460166423,4245.496806249394,4996.264763772612,2925.8642731502587,4992.753867128225,2946.1154054270264,605.6632606762805,1474.2100427140235,4549.153550188632,5232.978260056534,8494.842952550362,6010.14916127732,7581.018312700387,208.2169863433552,6864.209809799897,5444.39967807118,5436.276163357118,5404.427522874885,9006.175357093263,7822.406331708905,8798.12529360591,6655.9792860298685,4561.4904582287245,6933.571970410616,1422.155606265187,9653.2244351036,3634.8007739879067,4024.2226498339833,1745.1660888110093,5924.504636583968
36,3401.04369038975,2914.3995004602375,6203.740508663207,174.36452288120216,1340.2658138278834,8978.399228794198,9224.71218137954,8199.64333728211,8546.763078680186,1188.375336685614,7776.180878796948,5305.891134880252,8931.654702809796,557.7882686595648,4489.9630795305175,7435.587711161318,2130.2852929025858,4593.679496607022,4070.3653916355493,5952.192270175709,7915.5159017681335,9140.658682007119,6750.428344988327,4493.392525532458,7134.7849317096425,5970.855353028068,6359.0682425057785,6195.259271639535,7797.056553391686,1506.354493882147,7749.999721794759,1648.6368658384924,2564.2290828123328,6620.680856326847,3813.4609986297282,8179.472545480907,9224.891551627768,4234.587020237202,1882.4210355679409,9808.175485642245,4364.98965618496,7673.278909955095,9728.287426514427,6254.937224865395,7949.367769425355,6461.071021098479,9220.747484890435,4792.30512919097,9297.947277686775,1717.1748959185334,3098.066476640554,8958.167216900354,1139.5719743511486,2506.3102379375737,3127.5983667504292,3267.653801911344,8371.751323933053,8554.441186203345,9850.003412885073,4474.836723926499,1892.986500024252,8314.83279155984,9416.410430515667,7208.996517712715,2480.432016081382,7372.738699104327,2654.8981475878622,3476.640740648141,2585.300571471176,9773.790007745336,1271.9463187412928
10,6565.660268614043,9238.54006583208,2175.0659613024914,5559.703118986687,7405.315349508333,5328.364934323359,1385.5507464947407,5318.457157514139,7518.223321171858,8894.846016881602,4301.685743683783,2379.6278287367077,1407.6623518460813,4879.155353006755,8499.481242239726,6354.751445491713,3347.444718157358,8552.9763761958,7475.313572587559,7785.234742695773,7308.390564690677,3370.99030177003,4130.896186695684,1472.2676505676943,8741.54859236824,1774.026569401383,5958.042121199516,8058.135192468724,9891.510145068463,2109.436013593655,4236.607581122974,1305.1006762784004,6124.623874906515,7410.990044742299,2472.1699011010833,8811.576003771266,303.9439041568373,8250.99009978597,5585.378126517688,6603.498105722961,9616.77332897534,7152.44153721898,6621.673411937988,3804.74088190929,9148.625095333573,4698.770289455661,5052.787760727949,8130.311930690237,7272.246534345207,3241.6734688877727,9207.57684661313,3664.9707057981814,2435.670542122455,9692.084924059365,6877.335604392891,755.4355330459637,3148.952581158013,4395.424051282392,9850.03227859887,2550.098885950221,6831.779655001249,6586.126876062442,7187.841556358854,7382.310556695061,2981.591535556853,422.5022303720558,419.1434464463322,3658.713127664686,8680.774395498298,19.23406886904743,4194.353847206438
6,3656.539928664477,4112.536295288388,4735.416825382709,3955.1150329129764,696.2856942542933,9561.540511631047,7145.097573150028,162.77985630680044,3647.892898762016,4627.97029305115,2397.6528219975426,6212.481477105908,8060.192350450145,4020.3854009520837,5929.7219176802855,7951.6708259457555,5235.283610372741,5692.276857245073,9643.87136619649,5123.674239141616,9124.512457351848,3380.832952316547,7825.083525466036,349.5557370835692,7165.733936678005,575.4703015422534,3585.580255758848,7407.988767175805,6358.764838021809,2638.1705924193284,2445.66974198752,6965.126737669291,5.1144684734261645,8204.330716482142,753.8729746767626,5520.536499153199,8129.912939323743,296.56767538285715,9454.175626790966,4459.880536946699,7480.82991500669,1035.0614372108607,1010.8783060294701,9042.32489849032,8123.174209056859,7352.255933456721,8907.276627004336,2071.5633645832595,9136.014957783153,4359.246910819169,9961.184119833984,6136.540327707786,4951.664309436369,1130.136818444892,405.92638567208724,2059.1474088130667,3370.3344180583613,3025.4443897694982,9256.047320439806,6400.417686665372,9955.090142734316,2026.9703542758218,9106.555849987213,5126.290903037801,1652.8170429359689,40.39977223019308,7453.470409875646,7530.266001819268,3509.7534099544437,9322.789589580143,3079.1453151394753
37,478.6489403441067,7680.330111688771,1007.5237985282876,8200.325762662254,3092.8137998119696,5778.3948787956215,129.24867184937102,9140.3149251516,8505.605541215129,3358.5245091895563,229.02945026312435,6478.9240238850925,780.6495961568962,9695.798689438456,7765.883189077875,2607.269549221286,7600.320705372726,3491.52604520079,7871.326301223365,6540.521461457651,9650.07245822323,147.92394517126849,4345.774114652289,6754.581517428301,1031.5423738330715,3916.7220041455816,7680.881807921835,3463.7107843856397,5368.760910032103,1639.2854166548696,2705.9321791831017,6312.343573141558,3695.4761329512867,154.43524784935,4878.8816112114755,2158.4404760329335,4862.668062174409,9505.061222568906,3548.811434330333,3155.6750626236453,6818.858614941658,432.3203507375884,5968.216790120302,1770.5360681282573,9503.605980427115,4581.789862057765,4981.331215732865,4484.149567403567,3539.753804187216,9229.257985991771,5387.495928448748,2653.398439699362,2438.4996738014697,528.2641786241383,4223.863917538046,3195.0282820275056,5099.863925390058,7943.996537846424,633.4983945311237,8786.598086527501,2869.9058728540776,6393.3669425339585,3801.554137677556,7876.614474912058,8872.494109948168,1175.3409333488962,5394.479266429108,3631.4575866798205,1274.2239865688832,5313.77581593335,5940.357582328407
20,6348.6336963871145,2632.213770221546,8595.11036385103,7236.53729329081,3186.229882777307,8745.953965076826,149.73912499718557,4943.471295148048,464.75176597618423,2573.7359288960843,9128.941243261741,4746.995022603152,6612.281020863692,7698.714053037707,275.25462829838756,2743.1088359820524,3446.3521535484624,7466.923635174166,3547.56774369139,9534.76301262975,3675.9790434105253,6063.716297427855,8827.135370332384,8910.388730391129,2931.3642615036583,164.4831880299149,3631.1191509453015,3990.790013459248,2284.084494367795,6090.71075598891,4566.869918193109,5555.987923278927,1058.9699559724324,5575.517919524497,5483.059927957001,6749.230543047047,6470.846195270965,1772.5355271567141,2363.92948314895,8554.570603190232,709.8710568787744,4915.131707868621,9224.902095825526,3601.009893443006,2270.924973896501,1754.2778205069785,2695.043009922537,9369.95209525108,3391.4690583660463,4555.89608928734,477.2631348142949,1756.8697586095554,9302.654911894082,8042.83289410644,1498.4226918976885,374.4897322863521,5558.842153549962,5738.046829615386,9310.937542533995,8031.750573074312,5252.280733793677,2733.7937820309335,8363.833940615476,1748.4240295179077,1467.175862545734,3705.180892480684,455.6162557408333,4278.691336642692,9464.61379902509,1833.9170386873482,3494.0024193032095
37,4703.881655283977,1488.9325617450124,8888.16085096531,4089.245987276094,492.5821011545979,5506.30396831736,2536.5723896265426,341.45229007584214,5412.444640240243,3971.6422739282275,7975.627393342717,3734.912779629124,441.1229037887131,7133.962750303034,6244.770002709631,2058.1705976440553,5618.007019980475,9093.246155542418,4864.250147125586,9779.442053849194,8106.245045956297,2542.414279080526,941.0030145615234,4720.323605852874,9135.940666635532,581.2225900936725,2132.0451810228815,4410.318026806915,3180.0579463448194,2276.8259899186196,6491.4043252262245,7113.0637596077195,8007.144089222177,7877.757273498395,2824.3457476438048,7525.284222277332,4941.566439462693,1881.489195002959,755.8733481950499,8032.058424096143,202.25270724821814,8851.808798922595,1154.1692729040756,8218.045911413034,9599.367603417877,2469.194823651353,8978.926692020617,3001.3513768214266,8480.931170562351,6827.067336182271,3752.2664366078366,3218.5865065175367,9500.035431839862,1500.4449945871477,4681.267597206139,1759.3691627178337,6052.492665065742,6244.043513776414,3869.2158979286787,9146.503802954512,5710.670458386531,4303.974758178542,316.3177405370675,1139.342955323042,7165.687689909184,5012.843586030849,472.72868196493727,946.7594061855335,5366.050974113019,1894.9080929723732,6866.806054784741
15,9630.779700633802,8321.996590455874,521.7025974383207,5681.636943091256,3087.4132729402622,2184.5965399168276,9508.618380194826,4839.682553894068,6991.88522535302,8672.460856734151,5189.373098323768,8030.744663476214,1124.6602444804541,1996.775972239265,6181.9920296285545,3800.7157732340197,656.7922773577407,89.01105079831821,2504.8941835217875,5012.217059622164,484.8194705011165,3520.236649876808,3874.4252590529754,7863.905842860785,2988.2826164481426,2865.9459233198063,5484.968146122489,672.640438601652,2178.6299269559286,8451.54201077411,3143.7330656090317,4701.852001509943,7275.781111153261,7244.210744404737,8907.17901910123,7125.788280650219,78.63173412833791,405.97097491922045,1954.816297302555,3667.253595547594,3475.958495206992,8246.506259315187,9190.960374165606,2005.4907404218006,2834.608819061213,2122.0484555890243,8583.360522531637,7355.185979572129,428.8282371996544,4768.484109538094,8897.675163643313,7346.2280234396385,6408.308718441477,2911.3135197048186,4750.9859869028905,2371.6736983065152,6921.86113801847,849.988481560525,7751.7417253976955,6219.702391305876,9990.273691879322,7446.317715303153,299.99804362030505,5092.894590029622,5604.179787106611,8650.53493714824,3756.7891280794047,8345.66602037412,7178.7286580795535,2427.4429269297993,9180.843662327828
9,6780.591292524894,2208.8372882703534,6001.795251482122,7390.126366805114,2865.0054112346,6677.956803220655,9263.743952571536,9807.696371626034,1407.9556699452107,7010.006521978512,7943.764392370817,6741.498629681254,9209.697672352617,7362.902237849151,4582.7033319050915,5510.176684295635,8870.9571899555,6394.749764533336,6428.255349874213,5593.720791342702,9523.29488121929,6238.998441952714,2652.498920866839,8138.485350338756,1764.1406975957766,2956.322637898382,2653.8887435315905,3996.8188766838825,1766.3230383473724,1535.4058804534018,2307.12110532675,5156.438486367431,980.4254542445132,6757.959841494781,2251.4373139969543,6291.115750680279,9164.498487927443,4011.7906993428846,3077.4603073730314,4979.054936720176,7327.280454819945,8721.578678377704,8305.518216453376,3525.989385843352,3957.5972052181123,8914.539703336015,637.5006068607856,188.01188449469836,6480.5800217960095,187.04740790844977,5658.340142509313,2896.0989197347517,4683.449976669196,2366.485739300926,3956.2225302305783,8903.493049347993,533.2997667339523,8414.897303665513,3385.887275936259,5181.785367606336,6083.056076947229,1712.4516439514953,9460.219025271987,8682.570196378945,9965.102246346938,4083.2188840314584,7147.61058761965,6612.009728769896,4638.803661672506,8880.237380798537,544.4576875447337
29,4944.750024299598,1085.3968436935966,8629.629912331939,8805.507173586097,9579.015431122727,2985.7319881325943,3481.0921755210466,9102.700556984779,1067.072531527641,5246.960295386048,7181.076875621998,5022.807400167683,4908.224503659591,3936.7755133090695,107.97694416900204,2067.812754637013,4923.014408600329,6750.356215111441,4724.2975971964,6210.095415652047,585.8354463522538,6762.159456353349,499.6033273299583,7346.656359553512,1120.7612152408678,7990.5946255334475,945.8448121001536,3046.6920641996185,1948.7198254681377,6764.4709509730155,3720.30844235467,5869.017326460729,7322.960426272965,5493.853458267721,5045.736128091393,3520.2610115734424,2393.396830289788,4933.890217665974,3888.947086585612,932.8906528399684,8449.692153761034,900.6546979118989,7470.956184295772,8738.627964872847,9809.567519357182,2502.484044293217,2358.714622935737,388.4232860720606,6747.209471772842,5750.975246864319,6793.954548074644,1631.9454998010335,9268.624409077764,3095.745947249954,1134.7800823918928,6339.141832008981,3723.0885585439078,8048.772966322555,4250.866425801092,8904.241046936222,3036.343572485681,60.21345021624306,9175.707758688563,6257.933236286834,3560.8132248022735,8355.31782321114,6768.0317780958585,8566.402846063409,6658.061001493155,2318.9407833280707,6297.860501733487
20,6936.611812666951,7795.0059916509,4174.477072277868,6047.192010964904,4417.981857877928,2419.3252816871964,173.96863842970907,4670.619385730339,46.78215374999922,7895.855779001444,5305.314946125422,1934.009481305879,1499.6095632529123,7497.044848565185,3628.120689652804,2122.277773137219,3650.480432354528,520.2567271289221,4139.369069538834,1664.6698655230769,1487.744669883365,4679.369646595025,8483.086470261236,1864.4270395403614,7565.467212804926,3784.766936100359,2808.535215967195,7692.164847110885,8166.6957576486775,6245.361271705974,1271.3358127289703,9918.208446893894,8116.417386153341,1495.1272639420279,7102.880167351062,9099.076771133557,9187.262672566143,5776.382243053185,362.8537776976481,9702.890249882701,1857.1440660934077,4964.538349316973,5845.823736601735,8512.149040114542,7890.179965943328,3405.2603324580064,6841.337176819873,3216.3599220308965,3012.8389703159664,175.48642707808156,9310.208345501971,4730.078849242151,7663.394391805835,6299.323083180144,7706.455804311301,4926.21681217813,7367.031600825609,2408.012144055377,7421.465655824596,7465.615585877594,5620.908551083864,7885.531999504309,312.74344481950936,2415.568220421046,793.7159803627205,143.4045525349878,1629.1672759381856,1743.3671875569341,5711.537707606592,4866.145781799873,8976.908614353699
49,2123.614845568462,2352.170975219236,2389.2519739991335,6625.79834800308,2788.5866722948776,2645.1353205963287,1858.8968544207842,7246.455900604832,2952.4184374741067,758.0729954969461,7914.290714803523,6657.001414974518,5878.067295417628,5571.386882739694,6374.9002049517585,4096.089731212936,6928.266697087774,5920.3227812417035,3259.6116954173135,7418.376077415468,5486.228886450901,9293.742064739521,4028.820191884834,6025.574689588182,6628.34831583766,7023.793022960944,9130.850129289678,3210.8781417170494,9763.495801982252,182.47194756988483,5763.2827751920895,6662.325040408446,2183.121115881304,2436.8184756820187,4068.0785798946436,2363.509697865137,5478.430108822598,7406.330185815991,1879.8772127027262,8266.166718888573,4373.995778305182,7607.839984374159,3101.1050433468617,4915.575139480645,3424.8338855865495,1302.262045865938,9675.740837068262,9280.292208993704,8221.841042755612,2035.3037544158753,9156.938633225303,8244.917050482187,8660.34558064857,2341.4235903526474,1753.4894968323247,4482.720431421758,2471.046287023766,99.30536223222366,9358.524242344942,9787.578782864666,5268.6267910192555,5613.191896834028,6383.485819252643,9838.343715292596,2894.2029975879523,5164.404016042405,6995.215307030214,5695.302698500087,7251.348842916416,2806.769655100631,819.9550358063059
33,733.0055997352277,9506.292551391267,7448.785876231468,1761.2085735169583,3062.861380455852,8694.786406134608,6510.842542922578,3858.0886683590807,1747.9404846413445,3239.6792991054162,1206.1458070498618,1603.6571081080754,6393.819570651739,8598.331045640805,2372.0717349208016,3777.308588183102,4581.835461018909,4778.307597041042,8401.239473921329,8901.958383819157,6523.307912809391,7239.479793669957,7116.0989768766785,7251.975759036134,7350.351054575187,1392.5589820530981,5995.915581110106,3157.886303006594,2084.565639310914,1062.7608571430724,8102.335665315127,6048.748722980436,2800.4974081525543,1523.5773420026585,244.90007050367518,5533.950722256326,3319.3875415771454,3825.105885627396,3622.157929694396,7694.3908387207675,5091.3832146147815,1725.68171603988,317.6877956407977,7055.5687273462045,9825.171798774281,4473.316663561215,8283.738713218707,7658.043750827477,4001.959890173102,4084.8976029915852,9221.933249325657,2815.0761764082145,8533.263935171912,2147.5704707603754,6607.250900532395,4030.015002029196,6665.4147044065685,6554.9737440725585,349.64026169647184,7113.389382745548,585.4388678133263,6010.365035611163,1652.2360617346872,154.39568010473823,5947.623817521258,8868.635261044277,681.9946832752535,4841.057570793013,2732.4414091445383,8451.465259894947,6069.112656893848
16,7809.443397857426,8495.068352887964,6351.150061149728,9144.289903804824,9579.067428069624,3075.7243243114217,7596.4347581368465,8909.753251675365,9554.531844953764,3380.5057913885707,6546.9656645264,928.9812778342908,9600.71715392983,4391.397756437789,5704.422681229475,8473.696550283848,8030.702360866212,4828.474046792229,5038.167061588971,8192.13194922201,5152.977307608629,2850.7174630705567,8299.04920454075,8756.208600978547,4257.137066675066,9106.448605544754,8820.65662194904,2111.174569283279,199.83168760305955,6618.519255450444,6198.368656023651,2164.11270415133,6681.088998075818,3681.047471120683,1089.093465488162,8290.592205502477,1884.1816184522331,5010.711158427851,6927.089586770975,1794.2884848901758,7936.332893818569,3933.099142156137,9740.399897347925,9505.818233003385,2380.5518552563603,1566.2217794507299,2584.4579100506,5591.301900629163,6473.36106478233,4247.458541755104,3850.4549380608864,657.4880752116557,8205.087105075783,3829.537100310621,5036.009271444212,1668.0191612595215,8748.740294376756,8510.830853001102,3496.1883660379126,799.3776209726025,3880.1579835473403,5658.388939744903,8338.803192522357,7704.763375655302,1142.8525817094114,7636.199690575884,4811.340428869719,2263.060632399754,4230.277626122845,77.95898654548532,4923.812097378923
48,9682.53926444955,5364.396618846283,691.3239861121393,2994.1629969203195,0.5313977241630997,7931.253161252849,4478.316760228821,4474.160903704066,8778.257979301274,9642.601993267323,5257.09961260097,2435.637537695685,6575.969441601304,8810.94420906867,7526.517905854139,6724.467423270922,1392.7289626607183,3596.3990192106457,6972.682477652668,6180.6215613542045,3170.4793128408382,8541.427530725765,1674.6805020084423,7816.595888361233,7681.067318443826,8508.49085432388,7711.528738168099,512.0911250016128,2432.715283161436,1655.85129959149,9944.181914398925,5566.498345949306,6796.659132264121,8497.219191283528,7926.555807695925,9230.607622473774,9786.502573288542,2704.701853289237,8836.910239753804,7007.437875870411,2234.126801878341,344.01712662308756,9646.631899582197,3201.663805569382,7956.70299285326,2705.751917134461,9878.474599318784,5085.306361653474,5444.195296713533,1264.0949175142598,7286.554842694407,9289.060003640843,2662.863705792837,8672.147835408296,9877.338580847501,4444.691998000369,3579.1881142697976,8935.250823494503,5538.285383279024,503.702518610696,1664.3539741277498,6658.8819715369555,4798.078716897,310.3204624549735,99.41003356261909,5121.455288171922,1067.3753415837589,4843.607269792616,1520.0079040723258,6206.233793683981,8882.157048626541
